,MSOA2011,income score,employment score,"education, skills and training score",barriers to housing and services score
37,E02000039,0.07079379738111648,0.046640799448656095,3.5375007580978632,28.208863680220535
38,E02000040,0.11001526265972551,0.06755407004259346,8.286925461429247,35.186816848083296
39,E02000041,0.12047129758820012,0.07692505481363364,9.386867251345429,31.65028532987841
40,E02000042,0.11440303747856619,0.06641095778558014,4.003843635175961,26.98520576467707
41,E02000043,0.049334755057275165,0.036326955885937116,1.6311246648793565,29.16467426273459
42,E02000044,0.1566667417755746,0.10512246507435782,17.445400518251464,35.052747296079325
43,E02000045,0.14314033805390589,0.09102302421196894,10.5644534490635,31.721015349474644
44,E02000046,0.08183654729109273,0.052629410993047354,2.2209677292404564,26.938841925751017
45,E02000047,0.1752884398647561,0.09615585251972308,20.733966752535824,40.373827483497024
46,E02000048,0.08573036331372,0.055840478191837115,4.3599330344634355,33.081557112169605
47,E02000049,0.26286101730688055,0.1597823976361334,22.672803503588014,46.109909138877164
48,E02000050,0.13294305177111718,0.08221653042688465,8.198031244323342,32.319078383287916
49,E02000051,0.07855348460291735,0.05354862236628849,3.1751910453808754,27.130814525931928
50,E02000052,0.093407047960049,0.05351361537736739,3.877533496655046,25.425864694242915
51,E02000053,0.13681306562780943,0.07034863649985015,11.20506628708421,39.00608031165717
52,E02000054,0.10479942468619247,0.06081249999999999,4.354245815899581,42.58135760983264
53,E02000055,0.0936293980323495,0.06365957978989495,5.197140570285143,31.270250458562618
54,E02000056,0.04299833489436987,0.027157456551149966,1.6251905505255488,27.93368248517015
55,E02000057,0.0828226576852419,0.06280453153704837,6.339344396815676,31.275901898346604
56,E02000058,0.07171180714090036,0.05602629896813075,2.972599488631175,25.74709862113049
57,E02000059,0.13613501221258317,0.08247056346332014,14.22111462983239,41.221996378337394
58,E02000060,0.09658819719906098,0.07412677082490084,8.313805877114872,30.079983647696917
59,E02000061,0.07432054495912806,0.05719356948228883,3.821697983651226,31.382909318801087
60,E02000062,0.19151502634952286,0.11614442387124341,17.711193419740777,42.341511892892754
61,E02000063,0.15100477686989314,0.10433086109365178,10.729395223130107,33.14516329352608
62,E02000064,0.1643311678937491,0.1019849862855493,9.527580049083298,30.617673451710694
63,E02000065,0.1599650318400179,0.08759468215841805,11.425287342196404,40.24864059881578
64,E02000066,0.20493832252995484,0.12225044195639363,21.014183461009626,37.719433804753486
65,E02000067,0.1676734264396403,0.10411947579873734,26.988314807729097,34.757181844270136
66,E02000068,0.19637791052054127,0.1172931854199683,22.312131049615996,33.447961355601606
67,E02000069,0.1285544783678194,0.08403299088409782,19.620896397048185,27.22385385617132
68,E02000070,0.08342814704790198,0.06723554895407848,19.089938482485458,25.716453397697737
69,E02000071,0.12039249280669631,0.08494716191472665,24.977379937222075,20.771355872351556
70,E02000072,0.19760978602653578,0.1385221259299026,30.493726436076383,37.52126972927372
71,E02000073,0.05643503084998618,0.053803573073026974,13.838158762316972,17.92427184823649
72,E02000074,0.19550005758378441,0.14127156512726016,34.94362063802833,36.87828296671657
73,E02000075,0.06025422697968617,0.054746624498236224,14.827381218829826,16.03562814742732
74,E02000077,0.08199196493791087,0.06407523739956174,19.63342305819333,19.431502921840764
75,E02000078,0.06407422368088866,0.053965286543802074,15.436476142388285,22.312636202979046
76,E02000079,0.08812317518248175,0.06113469434306569,9.512544936131388,21.909172673357666
77,E02000080,0.0794179725285355,0.05532636873669956,16.977402785838656,20.301132230605532
78,E02000081,0.0918206777145684,0.0796923076923077,19.38109967845659,25.016186247835762
79,E02000082,0.0463319245773732,0.037675552665799736,15.631685955786736,22.588984070221063
80,E02000083,0.1245063969571231,0.09746619986168742,25.266832987551865,26.719583852005535
81,E02000084,0.05537992960924104,0.046246548145474235,11.53866573413952,22.25867340492735
82,E02000085,0.07265974639482844,0.05162779711586276,20.015827697662857,20.007294380905023
83,E02000086,0.04591704436203818,0.04294506249141601,14.142557753055897,18.79460472462574
84,E02000087,0.047376696128470064,0.042110419519482134,6.755833312585586,21.304346196937633
85,E02000088,0.049317773788150804,0.04599756347781483,13.117569633239293,22.795680046165685
86,E02000089,0.05271245515120451,0.05082919015889288,12.762094951307024,17.756938108662222
87,E02000090,0.07823062322049984,0.05239924074659918,11.313525888431931,23.503504059896656
88,E02000091,0.08935060639470783,0.061686077979352515,10.718960509171096,27.795564698807254
89,E02000092,0.18348297213622292,0.1364338788146838,30.402924369747893,37.17235072976558
90,E02000093,0.12241369020707116,0.06833927118184284,11.896399041504656,39.156409711547155
91,E02000094,0.1231114584456182,0.07221019726204592,14.470425353023607,38.64632661420718
92,E02000095,0.11280331514048919,0.0645126339195472,10.487304123711342,40.786184050939966
93,E02000096,0.07503823450496379,0.045274483498792595,2.7806631338878454,33.55651744030051
94,E02000097,0.12008253018721614,0.06962335216572504,14.564642516893766,39.36117336878254
95,E02000098,0.14475859590271953,0.08667149874206304,11.10956044087696,42.18872864502217
96,E02000099,0.12280646979260595,0.06749278629395852,9.899130635707845,44.131107078449055
97,E02000100,0.06365902578796562,0.035334670487106014,4.328384527220631,44.78950085959885
98,E02000101,0.1844394478142648,0.11746559297218154,13.208226103325662,45.658727567454505
99,E02000102,0.19386894549293918,0.12136478817473936,28.905857331397648,48.904150323346975
100,E02000103,0.19814493067590985,0.12261893414211439,16.3700601169844,43.01326678942807
101,E02000104,0.13596030323914543,0.09776113025499655,11.026497036526534,41.89119186767746
102,E02000105,0.13500030781859224,0.07362076749435666,11.055148573773856,47.769860660783905
103,E02000106,0.17954338881615858,0.11084093884421171,23.731782962408825,45.913558818028804
104,E02000107,0.14406466972556486,0.09547294606527573,11.732806337113669,39.48211150549736
105,E02000108,0.12278294691885294,0.07407352043929225,11.578397651006712,43.202249389871874
106,E02000109,0.1128067139899438,0.0641530612244898,13.137524770777874,46.7237409790003
107,E02000110,0.12980589881091162,0.08048053159244578,8.03991536488692,39.87040160876661
108,E02000111,0.12767896948657045,0.06377891467202632,17.090816097204456,48.9444768865339
109,E02000112,0.12609534662867997,0.07422450142450142,16.686317188983853,44.96631415004749
110,E02000113,0.28520692515032137,0.18881826663902138,29.08109102218536,59.856499481650424
111,E02000114,0.15473404895666132,0.0913181179775281,12.46259691011236,40.19094733146067
112,E02000115,0.1476452501147315,0.09308111519045434,6.8742800596603955,41.4549386186324
113,E02000116,0.21256968215158925,0.13442425853088125,21.152360263633465,41.846160518762616
114,E02000117,0.2595220702517874,0.18351562014299036,25.740846285359027,47.4172342244327
115,E02000118,0.11972283389181425,0.07713001436093825,25.173712685495452,48.33512063188128
116,E02000119,0.2518207505518764,0.19340099337748343,26.486222406181014,53.394599006622514
117,E02000120,0.1564696658375689,0.09869233264842653,8.570610143830432,38.16664226235536
118,E02000121,0.1277523464362048,0.06466768887649847,20.993528947123874,46.243158628380264
119,E02000122,0.11781245136186771,0.07033216601815823,5.3076229571984435,31.976613878080414
120,E02000123,0.2107755363432597,0.14569298751200768,27.603460006404102,38.3059385846942
121,E02000124,0.12337387567459522,0.08766380171896862,5.69258994603238,34.68132850289826
122,E02000125,0.1201232768806617,0.08188903111461206,7.988365399763687,33.727195943284755
123,E02000126,0.28353981958762886,0.18168943298969073,17.251455541237114,39.42762847938144
124,E02000127,0.20806939123031076,0.13970072371221795,31.197749042145592,28.89618731375053
125,E02000128,0.08371956717763751,0.05874597449439649,8.393094422259436,22.553837820430246
126,E02000130,0.11165136462258764,0.0745862738380724,7.995841269841269,25.575142971337215
127,E02000131,0.1433139328155703,0.08622644334237858,9.580746982314961,37.47218517825395
128,E02000132,0.09633635389262399,0.06159407580629445,9.36377316574101,33.26001442073468
129,E02000133,0.040072787193973634,0.032919397363465164,1.8448603578154428,27.251194067796607
130,E02000134,0.10930845524423508,0.07986213736672453,5.5559385073146546,25.876109513182907
131,E02000135,0.23250972871842843,0.1524973807296539,23.4189472404116,33.71023564078578
132,E02000136,0.11459519695922599,0.08479906703524534,15.283798375950242,34.63379733932273
133,E02000137,0.059367139009251675,0.046141351446305184,2.895222976929383,28.652105984307298
134,E02000138,0.04110174248625892,0.03273734066191089,2.2382080458425917,24.35399777803765
135,E02000139,0.07182807807807808,0.06241366366366366,4.8610511761761765,25.66322047047047
136,E02000140,0.2334112985395675,0.15910585305105854,35.36492426129288,31.407128948262198
137,E02000141,0.10599650959860384,0.07720136931131695,10.325985501409585,24.966966035709493
138,E02000142,0.05586443741527339,0.046738138273836424,3.6367148666967912,26.330722548576592
139,E02000144,0.05186442537909018,0.0381603152434158,2.5031285913806864,28.022881384676776
140,E02000145,0.22135935101951326,0.13742106994080244,32.50581122560842,35.31154505590879
141,E02000146,0.06621425602660017,0.047824605153782215,4.611642975893599,25.148010494596843
142,E02000147,0.03508822103732429,0.02819922443044111,1.977203223460979,24.475139117789627
143,E02000148,0.04571862498147873,0.03978233812416654,3.2401902504074673,26.916192028448656
144,E02000149,0.1575177807650006,0.10218746181107174,22.01853452279115,28.16391616766467
145,E02000150,0.0557087211306446,0.056073652763414916,7.676156038147765,30.387457198667125
146,E02000151,0.0279309533150255,0.031218124754805808,3.766306656205048,17.313261017392442
147,E02000152,0.16259552667749594,0.10424603273772334,20.720738473072597,39.71009371485693
148,E02000153,0.037105913841447874,0.03724624012235535,6.216064109100179,21.595700994137143
149,E02000154,0.07274216273335682,0.055545145004109425,6.879445579429376,25.647444757543738
150,E02000155,0.09586305916305916,0.07975974025974027,16.891263492063494,26.615636940836946
151,E02000156,0.04084808054350496,0.04050879921420971,4.679401244167963,24.57253016288778
152,E02000157,0.0270995249116823,0.027046412474113775,3.8234767937629432,29.77890449506639
153,E02000158,0.13221200559582857,0.09521556657764212,16.687761414218492,26.99834935775149
154,E02000159,0.04018663793103448,0.03896781609195402,6.83819367816092,28.17066206896552
155,E02000160,0.03902727952167414,0.04011858495266567,6.328754110612855,28.631444070752362
156,E02000161,0.033279130632680926,0.03608113336367774,4.48677765134274,22.73520698680018
157,E02000162,0.08111038126517207,0.06778209338854777,12.632109952877338,32.18416864201057
158,E02000163,0.06005802357207616,0.04507602642144801,6.697108405646938,22.62078409532444
159,E02000165,0.058472266016912716,0.04604041851798767,15.553284936219006,24.014780564712623
160,E02000166,0.1414774678111588,0.10788884120171675,9.737707939914163,19.370960622317597
161,E02000167,0.038175960346964063,0.026557207765386198,4.51737092110698,14.610102127220156
162,E02000168,0.11200061938680704,0.08344915866625374,3.7761879838959427,18.60463796841127
163,E02000169,0.03884034387473135,0.02737079111656944,4.053031624194044,20.059473748848635
164,E02000170,0.09324917442209546,0.06558010607425199,5.863789152406685,17.97364254978485
165,E02000171,0.11332923368022704,0.07579270471985705,5.977196047513928,17.558281404393988
166,E02000172,0.21571843251088535,0.14934510562812447,21.02779777455249,21.25737292372198
167,E02000173,0.060664320625610946,0.03768787878787879,5.241448973607039,19.856939296187683
168,E02000174,0.16320311455049202,0.10653511034680423,6.27768271711092,21.536551351867775
169,E02000175,0.10647354926929323,0.07298059994872233,4.456857704469703,21.31799982907444
170,E02000176,0.04715251889168765,0.03531335012594459,5.5275,18.79320906801008
171,E02000177,0.2017055842417288,0.12507955632052017,16.576511761331037,21.704747466054695
172,E02000178,0.19892523189356318,0.12597976201630284,13.012946875292794,24.05632896092945
173,E02000179,0.13152488151658767,0.07910479199578725,5.832049104791995,20.26433451816746
174,E02000180,0.16142052947544533,0.10588760948725519,10.037084735754355,25.34844621592363
175,E02000181,0.09738034998945815,0.05866497997048282,6.812968796120599,21.535527092557455
176,E02000182,0.0999753140841966,0.06302204099625304,8.36693464844611,21.813240026449193
177,E02000183,0.13470624648283627,0.08428666291502532,5.467936972425435,20.256093640967922
178,E02000184,0.2078207782604677,0.12762713744338663,14.948608374156578,23.803056197430447
179,E02000185,0.22748199391620058,0.13534294966146598,13.594413109606517,24.097156020017664
180,E02000186,0.14854023529411767,0.1065744705882353,9.287935529411763,25.15980105882353
181,E02000187,0.2430831177789274,0.14935169856871874,27.317656578720467,22.32988515261252
182,E02000188,0.21651777041942602,0.1258985651214128,24.59560485651214,22.301722847682118
183,E02000189,0.1821195516811955,0.11293136847931368,18.56996651445966,24.2959197453992
184,E02000190,0.1324271227991977,0.09438689547581902,11.194625696456429,23.863510697570764
185,E02000191,0.07096477208778841,0.04208835115362971,5.081019358469331,26.253606190208217
186,E02000192,0.17732936860827037,0.11236171631836372,11.675619942196532,23.19012572254335
187,E02000193,0.09446498054474707,0.06540627145799954,8.358866445410849,24.26191313801785
188,E02000194,0.14794542197871668,0.10165325044779265,10.684066905489411,34.71874417869561
189,E02000195,0.09408600081037277,0.060882394651539704,7.978419975688817,28.23468051053485
190,E02000196,0.14049348230912476,0.09178535071384235,16.632888640595905,36.435137678460585
191,E02000197,0.12769321717485999,0.07435428334370463,13.317842874922215,33.54218201617921
192,E02000198,0.18734029918922007,0.12390373415553273,22.49138517757223,35.36949754482128
193,E02000199,0.13292903380484297,0.08629693119156077,14.639504914888516,32.19591392951331
194,E02000200,0.14872529822192213,0.10451699302273239,15.567645622327255,34.0037891064596
195,E02000201,0.2048092516713392,0.1321049169721803,17.832432175975846,39.689814643088205
196,E02000202,0.12962725450901805,0.08385441471177649,13.227176234822586,30.776700577625846
197,E02000203,0.18855674808783615,0.12284184554650876,18.482746237355045,38.722673575129534
198,E02000204,0.14019575738852846,0.09185325919060859,14.006129028936257,33.397637627432815
199,E02000206,0.20622642801251956,0.13099188184663538,21.8045608372457,39.0082025625978
200,E02000207,0.18120529656379952,0.1326243160428978,19.875890895163057,36.54901652440359
201,E02000208,0.22965826023391814,0.13643494152046784,20.59009557748538,44.228721491228065
202,E02000209,0.16278453479102606,0.09046384238697187,16.00493884523403,38.67047204190867
203,E02000210,0.12060456588597115,0.0778317955997161,12.388152472202508,25.80812550272061
204,E02000211,0.06599615765989092,0.04762332672285573,11.130805280118988,29.84289352999504
205,E02000212,0.18025717945980568,0.10834781680367246,23.837368848083695,38.870392228034596
206,E02000213,0.2210497603485839,0.1419437037037037,20.62234962962963,41.407164357298484
207,E02000214,0.06618449412900114,0.05015152002573589,7.741304005147176,21.957377513270067
208,E02000215,0.13626863997238522,0.08925983776320331,12.790311874352778,35.22501794960304
209,E02000216,0.07397364712514093,0.04737838218714769,3.1886304960541145,35.539873027057496
210,E02000217,0.1535560487450569,0.0914810749737713,18.332900653700268,39.773316681462354
211,E02000218,0.1774118982742961,0.10293369663941872,21.525571298819255,30.703870572207087
212,E02000219,0.060014473331546504,0.049706647011525065,7.63361766282498,22.07819190565532
213,E02000220,0.15162604540023894,0.10728838112305855,12.197351105137397,37.179421744324976
214,E02000221,0.17830686456400743,0.1167878478664193,20.724763636363637,38.809633951762514
215,E02000222,0.08254209642600144,0.063609738546414,10.045001319261212,31.397271527944348
216,E02000223,0.276428421665696,0.16655014560279555,43.25822248107164,38.16120186371578
217,E02000224,0.08619228868017795,0.06108168561542264,7.420367770637666,31.289436974789915
218,E02000225,0.1993428078098021,0.13905365918448664,40.82001832912737,32.69246380661442
219,E02000226,0.04803666799521721,0.04318652849740933,8.067983924538328,28.07501089411452
220,E02000227,0.11361447150213844,0.07625634982979838,16.16140377062058,32.809303133455536
221,E02000228,0.032180521649749445,0.03433162019786715,2.716327894128228,25.776880894256713
222,E02000229,0.24099034031802646,0.16608634269579436,44.072985882003266,40.30532813196612
223,E02000230,0.08574637408174797,0.07299670371067997,6.175437370502919,33.29683009983049
224,E02000231,0.045115653435315844,0.04549254912303838,2.4036005538705,28.839786891731507
225,E02000232,0.0732905696505505,0.06387505983724269,12.546593585447583,27.025148396361892
226,E02000233,0.08811132016306052,0.06679429288178113,8.019828002508623,34.57980636563186
227,E02000234,0.10263846669646848,0.0776276262852034,10.0659811130979,38.48779950827001
228,E02000235,0.06378395061728395,0.04945650301464254,9.58503387884008,33.82651794430089
229,E02000236,0.06260852999016715,0.04748992133726647,9.316650073746313,27.23109931170108
230,E02000237,0.08140769534853076,0.06086230069837924,12.388751745948081,26.300536039003823
231,E02000238,0.12301356258009397,0.07395418624519437,15.59698878684323,35.61389769329346
232,E02000239,0.07859233489220943,0.0469159347553325,9.195991559256301,32.03040002281282
233,E02000240,0.1956658699332736,0.1273442884174883,22.110851210038838,42.66013813365202
234,E02000241,0.1190457526080477,0.07769716840536511,11.89493695976155,35.41818509687034
235,E02000242,0.09782473622508793,0.05994929660023446,13.236469079718638,32.80388804220399
236,E02000243,0.13862771900629975,0.0907143706169024,12.290195768453584,45.224422441459645
237,E02000244,0.11939335106382978,0.06330385638297872,9.07338125,36.50088909574468
238,E02000245,0.23752148272957038,0.15074220724515583,22.316479359730412,55.62008412564688
239,E02000246,0.19809748390871856,0.11958993563487419,22.672224341720305,40.56779754242246
240,E02000247,0.18165358296901732,0.1185856301083444,17.190698061205094,40.85537036685041
241,E02000248,0.11305143447919358,0.05683949340914965,9.732197467045747,40.65009563194623
242,E02000249,0.14399892168755896,0.09103989756031809,13.82583677045424,38.05127941771127
243,E02000250,0.04944546184738956,0.03993461847389558,0.5366967068273092,21.97300706827309
244,E02000251,0.11327320918852794,0.07486692945494088,12.314316705178744,30.580404784558922
245,E02000252,0.16292713869363964,0.09816252357277559,15.26961212069261,49.85845174009943
246,E02000253,0.2380498001512369,0.1650604947607216,17.21912617478665,41.78618029599222
247,E02000254,0.14618759689922478,0.09774001192605843,15.766311747167562,32.41639630292188
248,E02000255,0.1393464360013139,0.09872385853498304,7.6194391766122855,35.41141443118362
249,E02000256,0.08230365785030952,0.058746426561620706,2.8523464265616205,32.61466077658976
250,E02000257,0.08963486527150868,0.058569279168376426,6.579159417316371,32.83787833401724
251,E02000258,0.11769971550497865,0.07940554765291608,8.100158179231862,33.0120027027027
252,E02000259,0.08569485294117647,0.06693181818181818,4.5085611631016045,26.999489304812833
253,E02000260,0.14819134033747217,0.09463047861615197,21.00044455056776,38.63619983020269
254,E02000261,0.14646330578512398,0.08603710743801653,10.035981322314049,38.68219347107438
255,E02000262,0.16316573831988176,0.11060782084801636,7.712500397862907,34.24241048084574
256,E02000263,0.169453904240312,0.11089212513484357,24.846085304124138,42.40109343622936
257,E02000264,0.09400236630383342,0.05639280643634643,3.8580894462849034,32.47417806436346
258,E02000265,0.17074040824040826,0.12272405972405974,9.13848903798904,32.27417038367039
259,E02000266,0.22791913232104122,0.1675882863340564,22.544467245119307,48.933006073752715
260,E02000267,0.13001121572971477,0.08485571863749654,5.896840902797008,31.50979396289116
261,E02000268,0.1172133961629081,0.09191753618310333,6.753383484797487,34.37975204757096
262,E02000269,0.058211602351137225,0.04097431638129312,1.0074592384359826,23.419251341681573
263,E02000270,0.24942664117272148,0.1584811982154238,17.291872020395157,42.319762523900565
264,E02000271,0.06180600696459663,0.03915394660475914,1.2823322692977366,23.51260316308764
265,E02000272,0.06794808828100715,0.05299378302766553,3.1134824370531553,23.102942959278835
266,E02000274,0.17054182228172787,0.10983327461066873,27.49707244027905,42.19024085688112
267,E02000275,0.174606624439166,0.10109619952494063,19.431911586170493,39.21784560570072
268,E02000276,0.08004990729295426,0.056465080346106304,2.406103677379481,24.440818603213845
269,E02000277,0.16426531942633638,0.09865827900912648,27.842368709256846,39.35046831812256
270,E02000278,0.2536159680229579,0.14995193194629497,34.74940504253356,44.900248539510095
271,E02000279,0.23752817332720869,0.12671949165518298,26.446162838768945,48.188177844128006
272,E02000280,0.13561043846244272,0.08933854472787117,15.65580310332667,35.369016574585636
273,E02000281,0.18430528142283914,0.11870024943064741,22.823561761197265,43.975628673679644
274,E02000282,0.2758078466787076,0.16346187035922136,38.27968512944009,45.35405097330925
275,E02000283,0.20948497854077253,0.11832234018522701,34.30579071606054,39.25685091484075
276,E02000284,0.11356384455239418,0.07994413601665512,10.509965648854962,32.64394795281054
277,E02000285,0.07488525611085163,0.0589195080180601,8.34957029425502,27.674608438424414
278,E02000286,0.10057283834586467,0.08206602443609023,6.738641917293234,42.15599659304511
279,E02000287,0.08536028900930943,0.05009448381269973,5.03911379741559,39.0814264276782
280,E02000288,0.22448395299894777,0.13581936162749914,27.07877569273939,42.37529551034725
281,E02000289,0.077858451672011,0.05366101694915254,7.169768972362192,28.15531134524355
282,E02000290,0.25815744680851066,0.15155832721936902,31.30932105649303,47.021035363169474
283,E02000291,0.14853097345132743,0.08630292716133424,14.563956627443353,39.21365564523972
284,E02000292,0.13502686476035414,0.08559336521827618,15.81530446728401,32.20589742546046
285,E02000293,0.05513718803286312,0.04352177956905905,3.463531390482096,33.83348907146179
286,E02000294,0.20376533726191728,0.11721014416500052,29.208950962853837,39.440494370198884
287,E02000295,0.10270481725718118,0.06484944674192467,8.201608695652174,36.892354979322675
288,E02000296,0.13096451216049967,0.0744438345793508,8.254426516513675,39.05075499195609
289,E02000297,0.07436657625704153,0.052276444815355726,7.850697892760275,28.011605466305028
290,E02000298,0.05690198511166253,0.04206526054590571,3.620511662531018,27.71072617866005
291,E02000299,0.2179679197008463,0.13218775831529225,30.964879551269433,44.12408797480811
292,E02000300,0.21313381136238277,0.12081709873138444,28.241529840044127,43.14269751792609
293,E02000301,0.2643943339140002,0.15226698450536355,33.71042761529293,50.23735958558724
294,E02000302,0.12889557998129092,0.08322637979420018,13.96667036950421,37.088772567820385
295,E02000303,0.2618488942150561,0.1588227475759887,36.34494182372807,45.10801448959581
296,E02000304,0.05976875464223818,0.04170227779153256,1.7296255261203268,29.0697184946769
297,E02000305,0.10506089672094579,0.06418313629266116,4.855296899397725,31.344998438545623
298,E02000306,0.2931698419571336,0.1686057588222559,36.802716497077284,46.03482171465686
299,E02000307,0.17807321428571427,0.08818452380952381,22.273552480158727,40.119852480158734
300,E02000308,0.13609599812228612,0.0847392324844502,11.670716465203613,35.916044947776086
301,E02000309,0.23225036261079776,0.13225519742143432,30.47451547139404,47.62738122481869
302,E02000311,0.1813330571665286,0.10097017398508698,17.09648135874068,41.38085169842585
303,E02000312,0.12241871921182268,0.07135034822490233,8.827784525225072,37.308402072362824
304,E02000313,0.20915582329317273,0.1310168674698795,21.69718353413655,40.29112771084337
305,E02000314,0.1525836132885405,0.08461521712081624,10.839002612915266,42.091322943884535
306,E02000315,0.2453798321069541,0.15781583583791065,22.94396807959374,35.063245621307914
307,E02000316,0.12415070394606384,0.07212552052349791,11.778356599907461,36.04701361623372
308,E02000317,0.22068221895664955,0.15080614744060739,21.726601640950282,36.27203894195444
309,E02000318,0.18357747148288975,0.09758963878326997,18.441382129277567,33.722916159695814
310,E02000319,0.16530988804375696,0.10160336723356979,14.985035979830785,35.24073446713956
311,E02000320,0.1421081855388813,0.09868240109140518,18.06075579809004,27.500050613915413
312,E02000321,0.2246598727768402,0.14661365701674672,24.11592068025445,38.28940711411138
313,E02000323,0.21792136616362195,0.13061450886947312,21.141441355573207,38.05032839113935
314,E02000324,0.18755810436097808,0.1281983866901941,17.915114192084697,35.46130224350895
315,E02000326,0.14460989674131688,0.10111827812793349,8.576696526753388,24.27264623843369
316,E02000327,0.20452714265675412,0.12477514377893113,22.26790924393323,39.13505512694627
317,E02000328,0.10513333333333333,0.07918704512372635,3.5161327510917033,29.411288646288213
318,E02000329,0.13359710325494473,0.09289658931630587,14.774635103566425,24.533179255567667
319,E02000331,0.18570480631276903,0.12540662362505975,18.07643663318986,36.49628754184601
320,E02000332,0.10719936999606247,0.07541134007087544,7.691732904580653,25.595208820055127
321,E02000333,0.07897917951881554,0.054873072177668104,4.2398130783467,28.979057526218384
322,E02000334,0.1542006345369391,0.11140882308505816,16.839295059676687,34.801292642393115
323,E02000335,0.07131923302107727,0.058286738875878215,11.270382757611243,21.448743852459017
324,E02000337,0.17941560798548092,0.13213490623109497,28.04346001209921,33.245444162129466
325,E02000339,0.09683193277310924,0.08273077532899953,5.950696052005707,26.809510226732204
326,E02000340,0.09208834558272086,0.06615074246287686,9.257229788510575,24.05320503974801
327,E02000341,0.23411255779995138,0.16444439036261863,32.91362058895108,43.822556096373816
328,E02000342,0.1408732280927835,0.09015786082474228,26.4285418814433,26.491232764175255
329,E02000343,0.16076735106998263,0.13145777906304223,21.707413967611338,25.214200115673798
330,E02000344,0.07916755765999693,0.06624713609286696,13.894399725064916,23.004310676645794
331,E02000345,0.14705579088748838,0.0885388986465544,39.9794698832524,42.027144952991016
332,E02000346,0.31400183441359913,0.18129741959153725,28.838119236883944,43.70981203375322
333,E02000347,0.17502032061413414,0.11092244298938811,24.831338451117634,41.86084070896365
334,E02000348,0.21485791625234782,0.1301039664125511,35.27873030604353,41.99437200309358
335,E02000350,0.14412899055196418,0.07960467429139731,9.017176031824963,41.43391974142218
336,E02000351,0.15056622348523294,0.09010646503602963,7.8349759464122615,43.49255800263879
337,E02000352,0.15955323561946905,0.09500207411504426,7.543982715707965,40.525904867256635
338,E02000353,0.12226830460823859,0.07490954651020658,2.4795139958440293,37.508802346901355
